      0.00000000      0.00000000      1.00000000
      0.22214416      0.21852960      0.95115054
      0.44428831      0.41570878      0.80917645
      0.66643244      0.57223040      0.58795935
      0.88857663      0.67276412      0.30913919
      1.11072075      0.70745528      0.00000032
      1.33286488      0.67289644     -0.30919945
      1.55500913      0.57245642     -0.58819079
      1.77715325      0.41595525     -0.80965561
      1.99929738      0.21870258     -0.95190108
      2.22144151      0.00000035     -1.00098741
      2.44358563     -0.21874508     -0.95209002
      2.66572976     -0.41611955     -0.80997664
      2.88787389     -0.57279611     -0.58853996
      3.11001825     -0.67342907     -0.30944419
      3.33216238     -0.70815450      0.00000018
      3.55430651     -0.67356133      0.30950540
      3.77645063     -0.57302195      0.58877259
      3.99859476     -0.41636592      0.81045526
      4.22073889     -0.21891788      0.95284122
      4.44288301      0.00000004      1.00197530
